,Empresa,RMSE_knn,RMSE_xgb,RMSE_ARIMA,RMSE_RF,RMSE_Lasso
269,Lupatech,0.0009825932679623846,0.0009031590163426124,0.001324495548554573,0.0009336696224242118,0.0009031574142149938
270,Lwsa,0.003160067718937643,0.003187092755524403,0.004526981295509586,0.0030526229230379135,0.003187094980404472
271,M G Poliest,0.00035781003974914876,0.00035393926452869864,0.0005271380382219532,0.00035053813278849,0.0003539373343912264
272,M.Diasbranco,0.0013892321813254583,0.00132368879275069,0.0019523029037072255,0.0010533486587269317,0.0013236891843711107
273,MMX Miner,0.008623439312564903,0.00906393112818081,0.011309921519850089,0.008923276641026011,0.009063930691070402
274,MRV,0.002436319805900329,0.002671651590893697,0.002588943639393624,0.001982376734006421,0.0026716526119403916
275,Maestroloc,0.00010000472540889817,9.447405439020903e-05,0.00010945702597878858,7.789129273892796e-05,9.44759603191095e-05
276,Magaz Luiza,0.00602443703660377,0.006489308681668896,0.00771054380680579,0.0060333934239042005,0.006489308731720282
277,Magnesita SA,0.0010726582652723071,0.0010569110741343198,0.0013386668672329392,0.0009277251021741963,0.001056911092004291
278,Mangels Indl,0.00039674955632783076,0.00036642442499526377,0.0004281175816451281,0.00035020588944179634,0.0003664263766819916
279,Marcopolo,0.000978424266332214,0.0009049532093121412,0.0011834891160811473,0.0006815110447322937,0.0009049526557068993
280,Marfrig,0.04122959274869796,0.04517873373858347,0.048146703928354476,0.04535635481298182,0.045178731654094154
281,Marisol,0.00018131481650261562,0.00014331300067931072,4.994048705872895e-05,0.00016576383005823987,0.0001433181241473018
282,Mater Dei,0.000848496961586329,0.0014106975827608335,0.0006222477002877086,0.0014860983338731036,0.001410694172979069
283,Melhor SP,0.00021821511082323938,0.0002449191057036993,0.00015672348983890202,0.00023951172071100965,0.0002449228998974964
284,Meliuz,0.000539320442726099,0.0005436224195734065,0.0005825951675812248,0.0005378208371134452,0.0005436280746710073
285,Melnick,0.0007358395876235194,0.0006962112607849643,0.000739091528234534,0.000662382402352535,0.0006962129852696631
286,Mendes Jr,0.0005621145502093186,0.000670070461295577,0.0005724588579936379,0.000629395270975885,0.0006700730072771753
287,Met Duque,7.9862952125447e-05,7.381970542787203e-05,0.000181504997414054,7.31053231289946e-05,7.382519354503969e-05
288,Metal Leve,0.0008189049563092398,0.0008793348147062993,0.000987302706731962,0.0006531398179066228,0.0008793335909568911
289,Metalfrio,0.0003624735904486009,0.00033269957125562467,0.00037295411514171186,0.000233410953671386,0.00033269735567202093
290,Metisa,0.00012642926836195688,0.00011496909324184685,0.00013336996638162226,8.765308061927167e-05,0.00011496867349481612
291,Mills,0.000619822035747485,0.0006185165046545476,0.0007158622129042611,0.00045970194040205383,0.0006185149777886171
292,Minasmaquina,0.0001711497177232773,0.0001668567090524153,0.00021222451902174657,0.00015372705407929853,0.0001668552382011384
293,Minerva,0.006204758116103592,0.006705947828754548,0.007547444659716273,0.004786371893039101,0.006705946554477903
294,Mitre Realty,0.0006913008710611549,0.0006248389408527299,0.001277731856842517,0.000548759139399194,0.0006248412030472076
295,Mont Aranha,0.0007680273679058755,0.0007044001100428254,0.0008791732380975782,0.0006221178398339964,0.0007043986834677487
296,Mosaico,0.0005998592066661925,0.00054273243287894,0.0024388257532100385,0.000515671807164018,0.0005427304389568713
